customer_id,gender,age,payment_method
C124299,Female,43,Cash
C124303,Female,22,Cash
C124309,Female,22,Credit Card
C124310,Male,52,Cash
C124311,Female,31,Cash
C124312,Female,61,Debit Card
C124313,Female,44,Debit Card
C124315,Male,21,Cash
C124319,Male,47,Credit Card
C124321,Female,32,Cash
C124323,Male,57,Credit Card
C124329,Male,41,Debit Card
C124331,Female,27,Credit Card
C124332,Male,54,Credit Card
C124335,Female,37,Credit Card
C124336,Male,29,Cash
C124337,Female,26,Cash
C124339,Male,32,Cash
C124340,Male,47,Credit Card
C124344,Female,63,Credit Card
C124349,Female,41,Cash
C124355,Male,31,Credit Card
C124356,Female,53,Debit Card
C124359,Female,63,Cash
C124360,Male,42,Debit Card
C124361,Female,33,Credit Card
C124366,Male,36,Cash
C124369,Male,27,Cash
C124382,Female,59,Debit Card
C124395,Female,30,Debit Card
C124398,Female,53,Credit Card
C124401,Female,66,Credit Card
C124403,Female,58,Credit Card
C124405,Male,42,Debit Card
C124415,Male,47,Cash
C124416,Male,51,Cash
C124418,Female,50,Credit Card
C124419,Male,32,Cash
C124420,Female,40,Cash
C124429,Female,27,Cash
C124434,Male,42,Cash
C124439,Female,50,Cash
C124440,Female,29,Cash
C124441,Male,50,Credit Card
C124443,Female,68,Cash
C124448,Male,52,Credit Card
C124455,Female,52,Cash
C124456,Male,67,Cash
C124457,Female,68,Cash
C124458,Male,26,Cash
C124463,Female,22,Cash
C124464,Male,59,Credit Card
C124466,Male,23,Cash
C124468,Male,67,Credit Card
C124470,Male,28,Debit Card
C124473,Male,32,Cash
C124474,Male,41,Credit Card
C124476,Male,64,Debit Card
C124479,Male,45,Credit Card
C124480,Male,25,Credit Card
C124486,Female,37,Cash
C124490,Male,39,Cash
C124491,Female,52,Cash
C124492,Male,58,Cash
C124493,Male,64,Debit Card
C124498,Male,42,Credit Card
C124504,Female,34,Cash
C124505,Male,61,Debit Card
C124506,Female,65,Credit Card
C124508,Female,36,Credit Card
C124511,Female,22,Debit Card
C124513,Female,34,Credit Card
C124523,Female,67,Cash
C124527,Male,29,Cash
C124529,Male,30,Credit Card
C124533,Female,35,Debit Card
C124537,Female,52,Cash
C124538,Female,24,Credit Card
C124539,Female,65,Debit Card
C124549,Female,46,Credit Card
C124551,Male,34,Cash
C124553,Male,22,Debit Card
C124556,Male,27,Credit Card
C124560,Female,29,Debit Card
C124563,Female,64,Credit Card
C124565,Female,60,Credit Card
C124567,Female,39,Cash
C124570,Male,57,Credit Card
C124575,Female,49,Cash
C124576,Female,44,Credit Card
C124578,Male,62,Credit Card
C124583,Female,46,Cash
C124586,Male,43,Cash
C124594,Female,18,Credit Card
C124595,Female,39,Cash
C124604,Female,38,Debit Card
C124612,Male,57,Debit Card
C124613,Female,54,Cash
C124614,Male,27,Credit Card
C124620,Male,56,Cash
C124628,Female,65,Credit Card
C124636,Male,19,Cash
C124641,Female,65,Credit Card
C124643,Female,30,Cash
C124645,Female,49,Cash
C124652,Female,31,Cash
C124654,Male,44,Cash
C124657,Female,26,Cash
C124659,Female,39,Debit Card
C124662,Female,38,Debit Card
C124664,Female,44,Debit Card
C124670,Male,57,Credit Card
C124672,Female,57,Cash
C124676,Female,42,Cash
C124677,Female,35,Credit Card
C124679,Female,28,Credit Card
C124680,Female,46,Credit Card
C124690,Male,64,Credit Card
C124694,Female,27,Debit Card
C124696,Male,42,Cash
C124697,Male,18,Debit Card
C124698,Female,24,Cash
C124700,Female,34,Credit Card
C124701,Male,25,Cash
C124704,Female,40,Cash
C124705,Female,45,Cash
C124707,Female,55,Credit Card
C124708,Female,67,Cash
C124712,Female,32,Credit Card
C124717,Male,62,Credit Card
C124722,Female,38,Cash
C124724,Male,46,Credit Card
C124727,Male,22,Cash
C124728,Female,33,Cash
C124730,Male,22,Debit Card
C124736,Female,23,Credit Card
C124740,Male,20,Debit Card
C124742,Male,21,Debit Card
C124746,Female,19,Debit Card
C124747,Female,62,Credit Card
C124748,Male,23,Credit Card
C124750,Female,21,Cash
C124753,Male,32,Cash
C124754,Female,42,Cash
C124758,Male,43,Debit Card
C124760,Female,42,Cash
C124762,Male,46,Debit Card
C124765,Male,28,Credit Card
C124766,Female,19,Credit Card
C124768,Male,48,Cash
C124774,Female,29,Cash
C124780,Female,26,Cash
C124782,Male,42,Credit Card
C124786,Female,53,Cash
C124797,Female,59,Cash
C124798,Female,22,Cash
C124801,Male,42,Cash
C124806,Male,37,Cash
C124812,Female,37,Credit Card
C124816,Male,50,Debit Card
C124817,Female,52,Credit Card
C124822,Male,31,Cash
C124831,Male,48,Debit Card
C124832,Female,27,Cash
C124834,Female,65,Credit Card
C124840,Female,58,Cash
C124841,Female,20,Cash
C124843,Female,31,Cash
C124846,Female,30,Cash
C124854,Male,38,Debit Card
C124860,Female,69,Debit Card
C124861,Male,35,Cash
C124868,Female,68,Credit Card
C124870,Female,61,Cash
C124871,Female,46,Cash
C124872,Female,60,Cash
C124878,Female,35,Cash
C124879,Male,63,Cash
C124884,Male,49,Cash
C124886,Male,34,Credit Card
C124887,Male,31,Credit Card
C124888,Male,37,Credit Card
C124889,Male,28,Credit Card
C124892,Female,41,Debit Card
C124894,Female,64,Credit Card
C124898,Female,37,Cash
C124899,Male,32,Cash
C124901,Female,57,Cash
C124902,Male,64,Cash
C124904,Male,44,Cash
C124920,Male,51,Cash
C124921,Female,42,Credit Card
C124922,Male,22,Cash
C124923,Male,38,Credit Card
C124925,Female,39,Credit Card
C124926,Female,49,Debit Card
C124932,Female,40,Cash
C124933,Female,41,Credit Card
C124934,Female,35,Debit Card
C124935,Female,41,Debit Card
C124936,Male,22,Cash
C124938,Female,19,Credit Card
C124940,Female,39,Credit Card
C124941,Female,54,Debit Card
C124943,Female,47,Credit Card
C124945,Female,22,Cash
C124947,Female,68,Credit Card
C124949,Female,25,Cash
C124951,Female,62,Debit Card
C124953,Female,42,Credit Card
C124954,Male,58,Cash
C124959,Female,59,Credit Card
C124961,Male,43,Cash
C124965,Female,34,Debit Card
C124972,Female,53,Debit Card
C124973,Male,46,Cash
C124974,Male,50,Debit Card
C124977,Female,22,Credit Card
C124984,Male,63,Debit Card
C124985,Female,48,Cash
C124986,Female,66,Cash
C124987,Male,26,Credit Card
C124993,Male,40,Cash
C124994,Female,64,Cash
C124997,Male,37,Debit Card
C125001,Female,45,Credit Card
C125004,Female,32,Cash
C125006,Female,32,Cash
C125009,Female,52,Credit Card
C125010,Male,65,Credit Card
C125011,Female,19,Debit Card
C125013,Male,59,Credit Card
C125014,Female,35,Credit Card
C125015,Female,50,Cash
C125016,Female,67,Credit Card
C125019,Female,45,Credit Card
C125027,Male,32,Credit Card
C125031,Female,66,Cash
C125038,Male,36,Credit Card
C125046,Female,65,Credit Card
C125048,Male,23,Credit Card
C125050,Female,47,Cash
C125060,Male,38,Cash
C125062,Female,67,Cash
C125063,Male,34,Cash
C125064,Female,40,Credit Card
C125078,Male,59,Cash
C125081,Male,56,Credit Card
C125087,Male,64,Cash
C125093,Male,52,Cash
C125094,Female,66,Debit Card
C125101,Male,18,Cash
C125109,Female,63,Credit Card
C125112,Male,38,Cash
C125113,Female,67,Cash
C125116,Female,38,Cash
C125118,Female,66,Credit Card
C125121,Female,45,Cash
C125124,Female,50,Credit Card
C125126,Female,57,Cash
C125128,Male,66,Cash
C125136,Male,33,Cash
C125138,Male,47,Debit Card
C125139,Female,32,Cash
C125143,Female,36,Cash
C125144,Male,50,Debit Card
C125146,Male,45,Debit Card
C125148,Male,50,Cash
C125149,Female,22,Cash
C125160,Male,29,Cash
C125165,Male,23,Cash
C125168,Female,33,Debit Card
C125182,Male,50,Debit Card
C125187,Male,35,Cash
C125189,Male,53,Credit Card
C125193,Male,26,Cash
C125195,Female,21,Credit Card
C125199,Female,59,Cash
C125200,Female,56,Credit Card
C125207,Male,58,Cash
C125208,Female,44,Cash
C125209,Female,21,Cash
C125210,Female,67,Cash
C125211,Female,65,Debit Card
C125215,Female,44,Credit Card
C125217,Male,35,Debit Card
C125219,Female,47,Credit Card
C125226,Female,60,Debit Card
C125231,Male,50,Debit Card
C125235,Female,20,Credit Card
C125236,Female,64,Credit Card
C125240,Female,54,Cash
C125244,Female,59,Cash
C125249,Male,63,Cash
C125253,Male,39,Credit Card
C125254,Female,69,Cash
C125261,Female,29,Credit Card
C125264,Female,36,Cash
C125265,Male,45,Cash
C125266,Female,35,Cash
C125274,Female,52,Cash
C125277,Male,56,Cash
C125280,Male,62,Debit Card
C125286,Female,50,Credit Card
C125290,Female,26,Debit Card
C125291,Female,40,Debit Card
C125296,Female,41,Cash
C125297,Female,48,Cash
C125302,Female,45,Credit Card
C125304,Male,59,Cash
C125307,Female,53,Debit Card
C125310,Male,66,Credit Card
C125313,Male,53,Debit Card
C125318,Female,46,Debit Card
C125321,Male,54,Credit Card
C125322,Male,55,Credit Card
C125323,Male,43,Debit Card
C125328,Male,23,Debit Card
C125333,Male,35,Cash
C125341,Male,48,Credit Card
C125342,Male,63,Cash
C125343,Female,66,Credit Card
C125344,Female,19,Cash
C125351,Female,24,Debit Card
C125355,Female,22,Cash
C125357,Female,58,Credit Card
C125359,Male,42,Debit Card
C125370,Male,25,Cash
C125371,Female,63,Cash
C125376,Female,36,Cash
C125378,Male,45,Credit Card
C125386,Female,22,Cash
C125391,Female,34,Cash
C125395,Female,59,Credit Card
C125396,Male,59,Debit Card
C125397,Female,34,Cash
C125402,Female,42,Debit Card
C125404,Male,46,Cash
C125406,Female,29,Credit Card
C125407,Male,26,Credit Card
C125409,Male,68,Credit Card
C125417,Female,24,Cash
C125423,Female,22,Credit Card
C125424,Female,39,Debit Card
C125426,Female,18,Cash
C125428,Female,69,Credit Card
C125430,Female,52,Debit Card
C125432,Female,53,Credit Card
C125436,Male,68,Debit Card
C125439,Female,,Cash
C125442,Male,50,Credit Card
C125445,Female,21,Cash
C125446,Female,39,Cash
C125449,Male,61,Cash
C125451,Male,33,Debit Card
C125458,Female,39,Cash
C125461,Female,53,Debit Card
C125468,Female,53,Cash
C125476,Male,67,Credit Card
C125478,Female,56,Credit Card
C125480,Female,33,Cash
C125481,Male,43,Credit Card
C125482,Male,49,Cash
C125483,Male,68,Credit Card
C125486,Female,20,Cash
C125489,Female,21,Credit Card
C125491,Female,19,Cash
C125498,Male,67,Credit Card
C125499,Female,59,Credit Card
C125501,Female,19,Credit Card
C125503,Male,22,Credit Card
C125512,Male,26,Debit Card
C125513,Female,67,Cash
C125517,Female,37,Credit Card
C125518,Male,48,Cash
C125521,Female,67,Debit Card
C125524,Male,21,Cash
C125525,Male,29,Cash
C125527,Male,55,Debit Card
C125531,Female,39,Credit Card
C125534,Female,63,Debit Card
C125537,Female,19,Credit Card
C125538,Female,32,Credit Card
C125546,Female,46,Credit Card
C125547,Female,45,Credit Card
C125552,Male,41,Cash
C125554,Female,31,Cash
C125555,Male,47,Debit Card
C125560,Female,67,Cash
C125567,Female,49,Cash
C125568,Male,34,Credit Card
C125570,Male,56,Cash
C125581,Female,69,Credit Card
C125586,Female,19,Cash
C125594,Female,59,Credit Card
C125600,Female,53,Cash
C125609,Female,46,Cash
C125612,Female,37,Cash
C125615,Female,35,Debit Card
C125621,Female,41,Credit Card
C125622,Female,24,Debit Card
C125624,Male,40,Debit Card
C125625,Female,23,Debit Card
C125631,Male,54,Credit Card
C125632,Female,31,Cash
C125636,Male,41,Cash
C125639,Male,24,Credit Card
C125644,Female,32,Cash
C125646,Male,53,Debit Card
C125650,Female,27,Debit Card
C125653,Male,31,Credit Card
C125658,Female,63,Cash
C125660,Male,28,Debit Card
C125662,Male,42,Debit Card
C125663,Male,32,Cash
C125664,Female,58,Cash
C125665,Male,36,Cash
C125666,Male,61,Debit Card
C125669,Male,32,Debit Card
C125673,Male,19,Cash
C125676,Male,23,Cash
C125680,Female,47,Credit Card
C125681,Male,24,Cash
C125683,Female,54,Cash
C125685,Female,41,Debit Card
C125691,Male,36,Credit Card
C125693,Female,40,Cash
C125695,Male,30,Credit Card
C125696,Female,27,Cash
C125698,Female,59,Credit Card
C125700,Male,22,Credit Card
C125701,Male,19,Debit Card
C125704,Female,52,Credit Card
C125709,Male,39,Credit Card
C125712,Male,19,Cash
C125713,Male,66,Debit Card
C125716,Male,26,Debit Card
C125719,Female,55,Debit Card
C125720,Male,65,Credit Card
C125727,Female,18,Credit Card
C125728,Male,46,Cash
C125729,Female,25,Cash
C125730,Female,67,Cash
C125736,Female,34,Debit Card
C125737,Female,21,Cash
C125741,Male,56,Credit Card
C125744,Female,36,Cash
C125745,Male,21,Cash
C125746,Female,37,Credit Card
C125747,Female,18,Credit Card
C125749,Female,38,Debit Card
C125754,Female,36,Cash
C125755,Male,35,Debit Card
C125756,Female,58,Cash
C125757,Female,50,Debit Card
C125758,Female,45,Credit Card
C125760,Male,19,Cash
C125769,Female,35,Credit Card
C125773,Female,57,Debit Card
C125774,Male,20,Cash
C125777,Female,51,Debit Card
C125785,Male,19,Credit Card
C125790,Male,41,Credit Card
C125792,Male,63,Credit Card
C125799,Male,18,Credit Card
C125800,Female,41,Debit Card
C125801,Female,22,Credit Card
C125806,Female,26,Cash
C125807,Female,24,Credit Card
C125809,Male,42,Cash
C125811,Male,65,Credit Card
C125812,Female,40,Cash
C125814,Female,34,Credit Card
C125815,Male,21,Cash
C125817,Female,68,Credit Card
C125819,Female,21,Credit Card
C125821,Male,21,Cash
C125824,Female,58,Credit Card
C125826,Female,57,Debit Card
C125829,Female,69,Credit Card
C125835,Female,52,Cash
C125836,Female,58,Credit Card
C125837,Female,60,Credit Card
C125839,Male,24,Cash
C125845,Female,31,Debit Card
C125850,Female,52,Credit Card
C125852,Female,46,Cash
C125862,Male,46,Cash
C125863,Female,64,Cash
C125865,Male,54,Debit Card
C125866,Female,48,Credit Card
C125868,Male,55,Cash
C125870,Male,66,Cash
C125874,Female,32,Debit Card
C125876,Female,47,Debit Card
C125877,Female,22,Cash
C125880,Female,24,Debit Card
C125881,Male,20,Cash
C125885,Male,24,Debit Card
C125887,Female,68,Credit Card
C125889,Female,20,Credit Card
C125890,Female,43,Credit Card
C125891,Male,21,Cash
C125892,Female,51,Cash
C125893,Female,52,Credit Card
C125896,Female,27,Cash
C125897,Female,34,Cash
C125899,Female,40,Debit Card
C125900,Female,66,Cash
C125901,Male,58,Credit Card
C125902,Female,19,Cash
C125906,Female,56,Cash
C125916,Female,42,Cash
C125917,Male,27,Credit Card
C125922,Male,68,Credit Card
C125923,Female,60,Credit Card
C125939,Male,52,Cash
C125940,Female,35,Credit Card
C125943,Male,38,Cash
C125946,Female,32,Debit Card
C125948,Female,19,Debit Card
C125951,Female,23,Credit Card
C125957,Male,38,Credit Card
C125960,Male,66,Credit Card
C125961,Male,64,Cash
C125963,Female,22,Debit Card
C125967,Female,41,Debit Card
C125968,Female,66,Debit Card
C125970,Male,38,Debit Card
C125971,Male,38,Credit Card
C125972,Female,57,Cash
C125973,Male,65,Credit Card
C125974,Female,31,Credit Card
C125976,Female,29,Cash
C125977,Male,45,Credit Card
C125979,Male,33,Debit Card
C125983,Female,28,Cash
C125996,Female,44,Cash
C125998,Male,29,Cash
C125999,Female,60,Credit Card
C126002,Male,35,Debit Card
C126009,Male,60,Cash
C126011,Male,22,Cash
C126014,Male,35,Cash
C126019,Female,46,Cash
C126024,Female,56,Cash
C126027,Female,61,Cash
C126028,Male,53,Cash
C126031,Female,62,Debit Card
C126032,Male,29,Cash
C126033,Male,38,Cash
C126034,Female,62,Cash
C126037,Female,50,Cash
C126040,Female,26,Cash
C126043,Female,41,Cash
C126048,Male,27,Credit Card
C126049,Male,58,Debit Card
C126057,Male,47,Cash
C126059,Female,40,Credit Card
C126061,Female,57,Credit Card
C126063,Female,59,Cash
C126067,Female,62,Credit Card
C126071,Female,34,Credit Card
C126072,Male,23,Debit Card
C126077,Female,39,Debit Card
C126079,Female,40,Cash
C126082,Female,44,Cash
C126084,Female,50,Credit Card
C126092,Female,55,Credit Card
C126097,Male,21,Cash
C126099,Female,36,Cash
C126100,Female,58,Debit Card
C126103,Female,58,Debit Card
C126104,Male,40,Cash
C126105,Male,42,Debit Card
C126108,Male,69,Cash
C126110,Male,41,Credit Card
C126111,Male,63,Cash
C126113,Female,46,Debit Card
C126119,Male,40,Credit Card
C126124,Female,24,Cash
C126129,Female,38,Debit Card
C126133,Female,40,Credit Card
C126136,Male,50,Cash
C126137,Female,25,Cash
C126139,Female,63,Debit Card
C126148,Female,67,Credit Card
C126152,Female,48,Credit Card
C126153,Male,59,Cash
C126154,Male,21,Credit Card
C126155,Female,23,Credit Card
C126160,Male,54,Cash
C126162,Female,48,Credit Card
C126165,Male,21,Cash
C126171,Female,41,Credit Card
C126172,Female,38,Cash
C126177,Male,24,Credit Card
C126179,Female,37,Credit Card
C126183,Female,38,Cash
C126185,Female,40,Cash
C126188,Female,22,Cash
C126189,Male,32,Credit Card
C126190,Female,22,Credit Card
C126192,Male,51,Debit Card
C126204,Male,28,Debit Card
C126206,Male,59,Debit Card
C126211,Male,28,Credit Card
C126214,Female,56,Cash
C126219,Female,67,Cash
C126221,Male,21,Credit Card
C126223,Male,40,Credit Card
C126226,Female,18,Credit Card
C126227,Female,30,Cash
C126232,Male,37,Credit Card
C126235,Female,67,Credit Card
C126241,Female,65,Credit Card
C126243,Male,60,Credit Card
C126247,Male,40,Credit Card
C126251,Female,35,Cash
C126254,Female,33,Credit Card
C126255,Female,37,Cash
C126258,Female,18,Credit Card
C126259,Female,69,Credit Card
C126264,Male,36,Credit Card
C126268,Male,52,Debit Card
C126270,Female,43,Debit Card
C126271,Female,33,Cash
C126275,Male,20,Credit Card
C126277,Female,69,Cash
C126282,Male,48,Debit Card
C126285,Male,68,Credit Card
C126288,Male,45,Cash
C126294,Female,37,Cash
C126295,Male,59,Credit Card
C126296,Female,57,Debit Card
C126300,Female,55,Credit Card
C126302,Female,66,Debit Card
C126307,Female,27,Credit Card
C126308,Male,41,Cash
C126313,Female,27,Credit Card
C126315,Female,32,Cash
C126317,Female,23,Cash
C126318,Male,32,Credit Card
C126321,Male,56,Cash
C126322,Female,53,Debit Card
C126328,Male,32,Credit Card
C126338,Female,19,Cash
C126344,Male,36,Debit Card
C126345,Female,67,Credit Card
C126346,Female,48,Cash
C126347,Female,56,Credit Card
C126348,Male,66,Credit Card
C126360,Female,52,Cash
C126366,Female,65,Debit Card
C126370,Male,49,Cash
C126371,Female,30,Credit Card
C126376,Female,57,Credit Card
C126377,Male,29,Cash
C126382,Male,36,Cash
C126384,Female,44,Cash
C126387,Female,53,Cash
C126392,Male,25,Cash
C126393,Male,69,Credit Card
C126394,Female,26,Cash
C126395,Male,38,Credit Card
C126396,Female,19,Cash
C126397,Female,42,Credit Card
C126398,Female,68,Cash
C126399,Female,44,Debit Card
C126401,Male,62,Credit Card
C126403,Female,22,Credit Card
C126406,Female,29,Debit Card
C126412,Male,35,Credit Card
C126413,Male,64,Debit Card
C126422,Female,64,Credit Card
C126429,Female,19,Credit Card
C126432,Female,24,Credit Card
C126436,Male,18,Debit Card
C126437,Male,31,Debit Card
C126438,Female,23,Credit Card
C126441,Male,59,Credit Card
C126443,Male,50,Debit Card
C126446,Male,65,Cash
C126455,Male,57,Cash
C126457,Female,48,Debit Card
C126459,Female,59,Cash
C126461,Male,50,Credit Card
C126464,Male,24,Debit Card
C126467,Female,60,Cash
C126470,Female,55,Credit Card
C126479,Female,37,Credit Card
C126482,Male,39,Cash
C126483,Female,36,Cash
C126484,Male,68,Debit Card
C126492,Female,41,Credit Card
C126494,Male,41,Cash
C126497,Female,57,Cash
C126499,Female,65,Cash
C126500,Male,47,Credit Card
C126508,Male,44,Credit Card
C126509,Male,66,Cash
C126519,Female,60,Cash
C126531,Female,30,Debit Card
C126544,Female,58,Debit Card
C126548,Male,33,Debit Card
C126556,Male,40,Credit Card
C126570,Female,54,Cash
C126571,Female,33,Debit Card
C126576,Female,55,Debit Card
C126581,Female,21,Cash
C126583,Female,58,Credit Card
C126584,Female,18,Credit Card
C126587,Male,57,Credit Card
C126589,Male,44,Cash
C126590,Female,39,Cash
C126596,Female,29,Cash
C126598,Male,33,Cash
C126605,Male,51,Cash
C126608,Female,56,Cash
C126610,Female,68,Credit Card
C126616,Female,60,Cash
C126619,Female,64,Credit Card
C126620,Female,68,Cash
C126626,Female,44,Debit Card
C126627,Female,34,Credit Card
C126629,Male,60,Credit Card
C126633,Female,28,Debit Card
C126636,Female,24,Debit Card
C126639,Male,42,Credit Card
C126642,Female,19,Credit Card
C126647,Female,54,Credit Card
C126649,Female,40,Credit Card
C126650,Male,59,Debit Card
C126651,Male,24,Debit Card
C126653,Female,35,Cash
C126656,Female,54,Credit Card
C126662,Male,35,Credit Card
C126663,Female,37,Credit Card
C126669,Male,53,Debit Card
C126670,Male,41,Cash
C126672,Female,34,Cash
C126675,Male,36,Cash
C126679,Female,38,Cash
C126686,Female,62,Cash
C126690,Female,23,Cash
C126694,Female,30,Credit Card
C126696,Male,44,Cash
C126697,Male,67,Credit Card
C126702,Male,54,Credit Card
C126703,Female,45,Cash
C126709,Female,50,Cash
C126712,Female,52,Cash
C126721,Male,32,Cash
C126727,Female,48,Cash
C126729,Male,60,Credit Card
C126734,Female,64,Debit Card
C126736,Female,18,Credit Card
C126742,Male,33,Credit Card
C126744,Female,26,Cash
C126750,Female,68,Credit Card
C126755,Female,31,Cash
C126756,Female,40,Credit Card
C126758,Male,45,Cash
C126764,Female,54,Credit Card
C126767,Male,37,Credit Card
C126768,Male,21,Cash
C126771,Female,50,Credit Card
C126773,Male,55,Cash
C126776,Female,41,Cash
C126777,Male,30,Credit Card
C126782,Female,19,Cash
C126786,Female,49,Cash
C126788,Male,51,Credit Card
C126791,Female,31,Cash
C126797,Male,45,Debit Card
C126798,Female,39,Cash
C126799,Male,27,Cash
C126800,Male,47,Credit Card
C126805,Male,61,Credit Card
C126806,Male,57,Debit Card
C126809,Female,58,Cash
C126810,Female,59,Debit Card
C126815,Male,48,Cash
C126818,Female,24,Cash
C126819,Female,30,Debit Card
C126820,Female,60,Credit Card
C126824,Male,48,Debit Card
C126831,Male,43,Cash
C126832,Female,22,Debit Card
C126841,Male,29,Cash
C126845,Male,29,Cash
C126848,Female,20,Cash
C126849,Female,22,Credit Card
C126853,Female,40,Credit Card
C126860,Female,26,Debit Card
C126862,Male,32,Debit Card
C126866,Female,62,Debit Card
C126874,Female,28,Cash
C126875,Female,38,Debit Card
C126878,Male,30,Cash
C126883,Male,60,Credit Card
C126884,Male,23,Cash
C126885,Male,40,Cash
C126890,Male,37,Credit Card
C126893,Male,33,Credit Card
C126895,Female,48,Cash
C126896,Male,69,Credit Card
C126898,Male,22,Cash
C126899,Female,32,Debit Card
C126901,Female,61,Cash
C126903,Female,62,Debit Card
C126904,Male,36,Cash
C126909,Female,29,Debit Card
C126917,Male,32,Debit Card
C126918,Male,32,Credit Card
C126919,Female,28,Credit Card
C126921,Male,53,Credit Card
C126925,Male,59,Cash
C126926,Female,23,Credit Card
C126927,Male,54,Credit Card
C126935,Female,25,Cash
C126936,Male,60,Debit Card
C126938,Male,64,Debit Card
C126941,Male,23,Credit Card
C126949,Female,33,Cash
C126953,Male,34,Cash
C126956,Female,24,Cash
C126957,Female,35,Credit Card
C126959,Female,55,Cash
C126963,Female,38,Cash
C126964,Female,27,Cash
C126967,Female,24,Cash
C126971,Male,63,Cash
C126972,Female,34,Cash
C126975,Male,31,Cash
C126977,Female,22,Credit Card
C126980,Male,37,Debit Card
C126981,Male,69,Debit Card
C126982,Female,66,Debit Card
C126988,Male,45,Cash
C126994,Female,18,Credit Card
C126995,Male,55,Credit Card
C126996,Female,42,Debit Card
C126998,Male,52,Debit Card
C127004,Female,41,Cash
C127005,Male,65,Cash
C127012,Male,23,Debit Card
C127019,Male,21,Credit Card
C127022,Female,21,Cash
C127023,Male,51,Cash
C127024,Female,37,Cash
C127033,Male,30,Credit Card
C127037,Female,25,Cash
C127039,Female,64,Debit Card
C127041,Male,52,Cash
C127045,Male,26,Debit Card
C127047,Male,18,Cash
C127049,Female,65,Cash
C127052,Female,36,Cash
C127065,Female,63,Debit Card
C127073,Male,43,Cash
C127077,Male,42,Credit Card
C127080,Female,18,Credit Card
C127082,Female,53,Credit Card
C127083,Male,42,Cash
C127087,Male,42,Credit Card
C127088,Male,27,Credit Card
C127093,Male,60,Cash
C127095,Female,69,Cash
C127097,Male,28,Cash
C127103,Female,21,Credit Card
C127106,Female,34,Credit Card
C127108,Male,22,Credit Card
C127109,Female,54,Debit Card
C127111,Female,32,Credit Card
C127115,Female,18,Cash
C127116,Female,20,Cash
C127140,Male,29,Credit Card
C127154,Male,31,Credit Card
C127155,Female,26,Credit Card
C127160,Male,18,Credit Card
C127163,Female,37,Credit Card
C127166,Male,52,Debit Card
C127168,Female,49,Debit Card
C127182,Female,62,Debit Card
C127185,Male,24,Cash
C127187,Female,65,Cash
C127189,Female,19,Credit Card
C127190,Male,36,Cash
C127196,Female,22,Credit Card
C127202,Female,54,Cash
C127204,Male,22,Cash
C127206,Male,25,Debit Card
C127208,Male,41,Debit Card
C127218,Male,68,Credit Card
C127221,Female,62,Cash
C127222,Male,53,Debit Card
C127227,Female,47,Cash
C127228,Male,54,Cash
C127232,Female,52,Credit Card
C127235,Male,46,Cash
C127237,Male,37,Cash
C127239,Female,59,Credit Card
C127246,Male,23,Cash
C127248,Male,58,Debit Card
C127252,Female,29,Credit Card
C127259,Female,36,Cash
C127278,Male,41,Cash
C127281,Female,26,Debit Card
C127283,Female,40,Cash
C127286,Male,53,Credit Card
C127289,Female,50,Cash
C127290,Female,35,Cash
C127291,Male,47,Cash
C127294,Female,24,Cash
C127295,Female,23,Credit Card
C127296,Female,65,Cash
C127299,Female,66,Credit Card
C127301,Female,44,Cash
C127303,Female,24,Cash
C127304,Male,42,Cash
C127308,Female,64,Cash
C127310,Female,58,Cash
C127315,Male,44,Cash
C127323,Female,50,Cash
C127325,Female,56,Cash
C127328,Female,18,Cash
C127334,Male,47,Credit Card
C127339,Male,29,Cash
C127341,Male,42,Credit Card
C127344,Female,18,Cash
C127346,Female,49,Cash
C127347,Female,69,Cash
C127349,Male,66,Credit Card
C127355,Male,30,Cash
C127357,Male,34,Credit Card
C127358,Female,27,Cash
C127361,Female,30,Credit Card
C127363,Female,22,Debit Card
C127370,Female,59,Credit Card
C127373,Female,57,Credit Card
C127374,Male,23,Debit Card
C127380,Female,38,Credit Card
C127382,Male,52,Credit Card
C127383,Male,47,Credit Card
C127384,Male,66,Cash
C127387,Female,45,Credit Card
C127392,Female,30,Cash
C127393,Female,50,Credit Card
C127397,Male,52,Debit Card
C127399,Male,57,Cash
C127400,Female,34,Debit Card
C127405,Female,25,Cash
C127409,Female,43,Cash
C127412,Male,20,Cash
C127415,Female,65,Credit Card
C127416,Female,61,Credit Card
C127431,Female,62,Debit Card
C127433,Female,60,Credit Card
C127440,Male,59,Debit Card
C127443,Male,57,Cash
C127447,Female,44,Cash
C127449,Male,61,Cash
C127454,Male,36,Cash
C127455,Female,49,Cash
C127456,Female,38,Debit Card
C127460,Female,54,Cash
C127465,Female,64,Credit Card
C127466,Female,67,Credit Card
C127473,Male,25,Cash
C127477,Male,58,Cash
C127479,Female,65,Debit Card
C127484,Male,44,Debit Card
C127486,Female,69,Credit Card
C127487,Male,31,Credit Card
C127494,Female,24,Credit Card
C127503,Male,46,Debit Card
C127504,Male,52,Cash
C127505,Female,57,Debit Card
C127507,Male,26,Cash
C127512,Male,43,Debit Card
C127517,Female,25,Cash
C127523,Female,63,Credit Card
C127524,Female,42,Credit Card
C127526,Male,29,Debit Card
C127534,Female,22,Cash
C127538,Male,65,Debit Card
C127545,Female,40,Debit Card
C127547,Female,40,Credit Card
C127550,Female,62,Cash
